cluster_id,cluster_label,id,title,description_snippet,sim,confidence,videoCount
c09,Get / Podcast / Business,UC8Sh9yuLqlpnQdBdcfwFErA,Just One Dime,"I started with a single dime.   $24,000 in debt, stressed out in my marriage, and sick of spending my days building someone else's dream, I felt purposeless, tired, and unfulfilled. One day I had enough, fired Apple, and became my own boss.   People laughed and thought I was crazy. But I refused to give up. Through millions of failures along the way, I turned a single dime into $104,857.60. Today, a self made millionaire, I have five passive income streams that free me to spend time with the peo…",0.249,0.133,388
c09,Get / Podcast / Business,UCkUDijzPGiHVBSeOktgpMiQ,K9’s and Chaos,"Dedicated to all the K9 Warriors, who help protect our  Country and it’s communities. https://www.youtube.com/channel/UCkUDijzPGiHVBSeOktgpMiQ?sub_conformation=1",0.142,0.106,288
c11,Music / Jazz / Productions,UCrBId04l9CaruJsQ5Q8y9lA,Kanade Sato,"Born in Saitama Prefecture, 2002.   Familiar with Jazz fusion and Pop music from an early age.   She self-taught the melody of ""Spain (Chick Corea)"", before speaking words . She started playing drums at 3 years old, and decided to become a professional drummer at 5 years old.   2009 (6 year old) · Co-starring with Mr. Minoru Mukaiya (ex. Casiopea). and regular co-starring afterwards.   2012 (9 year old) · Starred in promotional events and videos of Roland V-Drums.   2013 (10 year old) · Particip…",0.166,0.119,137
c07,Make / Matt / Money,UCcFfP0Px7cO3h6BCZUpXUQQ,Keith Wheeler Books,"Do you want to learn hints, tips and tricks to help make self-publishing and being an indie author just a little bit easier? Then you've come to the right place!  I'm real, folks! I work 40+ hours a week, have a wife, 4 kids, 3 grandchildren & still find time to write & self-publish books in multiple genres.  I cover KDP, ACX, Draft2Digital, Lulu, IngramSpark and a whole lot more.  I post new content every Friday.  Whether you're a new self-publisher or have been self-publishing books for years,…",0.285,0.179,479
c05,Business / Digital / Inquiries,UCIma2WOQs1Mz2AuOt6wRSUw,KenDBerryMD,"Evidence-Based Nutrition + Ancestral Health  I’m Dr. Ken Berry, a Board Certified Family Physician, and the Proper Human Diet (PHD) is your roadmap to reclaiming your health. With over 20 years as a family physician, I’ve treated thousands of patients using real, practical advice grounded in research and ancestral wisdom.  No fluff—just straightforward guidance on how to use low-carb, keto, carnivore diets and lifestyle changes like intermittent fasting to tackle diabetes, obesity, hormone imbal…",0.154,0.033,1972
c07,Make / Matt / Money,UC_fXTGbg6ck3BU6X65e3sag,Kendrick's Gear Journal,"In my career as a photographer and video producer, I use and evaluate a lot of gear. I believe in getting the right tools for the job. So on this channel, I like to share my thoughts on some of the gear I use and find interesting enough to share.   I own Vertical River, a video marketing agency in Atlanta, GA. I'm married to the lovely @jen_9thhouse and we love to travel any chance we get. Been shooting photos and videos for 22 years.    You can find me all over the internet as @kendrickdisch.  …",0.241,0.101,190
c04,Accounting / Healthy / Cpa,UCnAGH-jp4YXl30rir1BPrxA,Keto Recipes,"Dr. Eric Berg is a chiropractor who has 30 years of experience in healthcare and specializes in healthy ketosis and intermittent fasting. You may know Dr. Berg from his popular YouTube channel (with over 13M subscribers) where he breaks down complex health topics into easy-to-understand, actionable information. Now, Dr. Berg is taking his knowledge of health and weight loss and is applying it to the kitchen. Along with his wife Karen, Dr. Berg is going to share delicious keto recipes that will h…",0.389,0.293,296
c07,Make / Matt / Money,UC-s3Pb8uIBm0QN8MVaulJKA,Kindlepreneur,"Kindlepreneur TV is helping people to learn how to sell more books today.   My channel is dedicated to helping self publishers develop their platform online and market their eBooks. Kindlepreneur TV provides author services, reviews, how to better optimize your AMS campaigns, and much more.   So if you want to get started or further your knowledge make sure to subscribe now!",0.226,0.151,142
c01,David / Elizabeth / Gravelle,UCQaqi80QVyIhFQ6HZTXCeOg,King County Sheriff Air Support,King County Sheriff's Office Air Support Unit,0.13,0.095,289
c02,Youtube / Pakman / Clips,UCLRlryMfL8ffxzrtqv0_k_w,KinoCheck.com,"KinoCheck – Your Ultimate Movie Destination!  Welcome to KinoCheck, your #1 source for the hottest movie news, trailers, and clips! Stay updated with the latest content from over 250 major distributors, including Disney, Warner Bros., Universal, Paramount, Amazon Prime Video, Apple TV+, Sony Pictures, and many more.  Never miss another trailer or movie highlight — our dedicated team works around the clock to bring you everything from Hollywood blockbusters to indie gems.  Enjoy weekly movie news…",0.213,0.124,7881
c12,Cut / Pro / Final,UCyKUfgfeRaCrqMr9b0UcSoQ,Kraken The Box,"YO HO ME HEARTIES!  Follow me, Captain Kori and me crew mate Pixi, as we discover the treasures to be found in the pirate wonderland of urbex, unboxing and adventures!!  Captain Kori Foundation Fund: https://gofund.me/2ce1b52e Channel Editors/Artist: https://linktr.ee/KuroCreates and https://www.youtube.com/results?search_query=the+crap+goth",0.139,0.104,177
c01,David / Elizabeth / Gravelle,UCW7bg34be3iNMXjPNctjYKA,KSENIA BUZINA,,0.13,0.13,21
c12,Cut / Pro / Final,UCFbtcTaMFnOAP0pFO1L8hVw,Kyle Hill,"Award-winning science educator. Nuclear communications expert. BASILISK Head of Science Education and Outreach. CFF Dogs of Chernobyl charity ambassador. Video game science advisor. Voice actor.   ""Very interesting!"" - International Atomic Energy Agency “A sexy vampire…a legend.” - Post Malone  Kyle Hill PO Box 350  North Hollywood, CA 91603",0.145,0.098,429
c09,Get / Podcast / Business,UC4oVjJptcsvtgIMrdIUQYlQ,LADbible Stories,"Welcome to LADbible Stories, the home of original shows and extraordinary stories told by real people.   Here, you’ll find unique experiences shared in our award-winning Minutes With series, get answers to the questions you’ve always wanted to ask in Honesty Box, and discover what it really takes to join the elite special forces in our new series, The Meet.",0.184,0.1,1437
c03,Com / Www / Facebook,UCXZDUSJ0XU4KxhI00R_yCXQ,Lari Basilio,Musician. Guitar Player. www.laribasilio.com,0.305,0.257,258
c09,Get / Podcast / Business,UCSvCR76uY0R8mjVETskWRvg,Larry Jordan,"Nobody understands media production and and post-production like Larry Jordan.  Need training in Apple Final Cut Pro, Adobe Premiere Pro, or DaVinci Resolve? We got it.  Need tips on how to improve your business? We got it.  Looking for leading-edge interviews with key companies and thought leaders? We got it.  Larry Jordan: Helping media professionals find work, improve their skills and keep clients happy. Edit smarter with Larry Jordan.",0.204,0.05,1365
c06,History / World / Every,UCz8K1occVvDTYDfFo7N5EZw,Law&Crime Network,"Law & Crime is the leading multi-platform network that covers live court video, high-profile criminal trials, crazy crime, celebrity justice, and smart legal analysis. Created by TV’s top legal commentator and attorney, Dan Abrams, Law & Crime brings common sense written and video analysis to the often confusing and always intriguing world of the law. The network's team of journalists and lawyers provide real-time news updates along with live courtroom coverage of the most fascinating trials and…",0.216,0.099,29755
c12,Cut / Pro / Final,UCzUyasGg5A03r3zPkorqIBQ,Learn Color Grading,"Free Resolve 16 crash course!  Learn the basics of each and every tab/page in Resolve (Media, Cut, Edit, Fusion, Color Fairlight & Deliver).  Sign up here: https://filmsimplified.com/p/davinci-resolve-crash-course",0.174,0.135,177
c01,David / Elizabeth / Gravelle,UCyy1JVscJxxJfJx2IrQm2Ug,Learn From Most Influential Investors,,0.13,0.115,198
c10,Photography / Tutorials / Nick,UCWWq67D7TofEPq_eBiaYCWw,Learn Online Video,"Helping you Master The Art of Online Video Production.  Watch easy to understand tutorials,  learn epic camera tricks & improve your editing skills.",0.254,0.137,174
c14,Gardening / Garden / Show,UCUnFheTbVpASikm0YPb8pSw,Learn Organic Gardening at GrowingYourGreens,"Growing Your Greens is one of the most watched gardening show on youtube. It's a fun and enlightening show on how to grow food at your home and beyond. John provides you with tips and tricks as well as shares his experiences growing food at his urban homestead. John is dedicated to helping you sustainably grow the highest quality fruits, vegetables, herbs, nuts and other edible foods in your front yard and beyond. Don't forget to subscribe to keep up with all the latest episodes.",0.398,0.327,1806
c09,Get / Podcast / Business,UCJgZJZZbnLFPr5GJdCuIwpA,Legal AF,"Welcome to the Legal AF channel where, as part of the MeidasTouch Network, we curate breaking news stories combined with in-depth analysis and interviews, and package it in an informative yet entertaining way to allow our audience to make sense of it all. The Legal AF channel is led by its executive producer, Michael Popok, co-founder of the Legal AF podcast, a renowned national trial lawyer and one of the most viewed content creators on YouTube with over 40 million views a month.",0.183,0.023,3105
c14,Gardening / Garden / Show,UCpa-Zb0ZcQjTCPP1Dx_1M8Q,LegalEagle,Do you want to know how our legal system works?  You’ve come to the right place.  LegalEagle is all about giving you an insider’s view to the legal system.  Have some fun and learn to think like a lawyer.    I get asked a lot about whether being a practicing attorney is like being a lawyer on TV.  I love watching legal movies and courtroom dramas.  It's one of the reasons I decided to become a lawyer.  But sometimes they make me want to pull my hair out because they are ridiculous.  So I created…,0.198,0.079,818
c08,Products / Time / Step,UCReiNw77Lw8Es5VMNekirrw,Leggari Products,"Leggari is a coating based channel (metallic epoxy & concrete overlay) that will show you how you can use our products as amazing DIY projects to transform your existing surfaces! You can renovate things like kitchen, bathrooms, basements, patios & more! With Leggari you can renovate in no time, imitating real stone or creating a designed concrete look!  You can watch thousands of videos that show you the step by step process of resurfacing your existing surfaces!  Over the years Leggari Product…",0.381,0.288,919
c12,Cut / Pro / Final,UCD5ZsXiIFlrWrbOCM6rEDKQ,Leonid & Friends,Leonid & Friends,0.117,0.105,168
c10,Photography / Tutorials / Nick,UCq6TJZjUFp877PkgeJkETew,Lester Picker,"My Youtube channel is designed with thoughtful, passionate photographers in mind. With more than 50 years experience in photography, and numerous teaching awards, my goal is to help you excel. Included here are tips and techniques to help you improve, thought-provoking discussions, and answers to your photography questions.   I have more than 650 published articles and images in major national magazines, including National Geographic Publications and dozens of others. I am a Moab Master Photogra…",0.398,0.318,49
